"low_bound_PC" "upper_bound_PC" "mid_wind_PC" "Nb_SNP_PCA" "pca_asse1" "pca_asse2"
"151" 75000001 76000001 75500001 "Na" NA NA
"152" 75500001 76500001 76000001 "Na" NA NA
"153" 76000001 77000001 76500001 "Na" NA NA
"154" 76500001 77500001 77000001 "Na" NA NA
"155" 77000001 78000001 77500001 "Na" NA NA
"156" 77500001 78500001 78000001 "435" 0.368779916592949 0.158283956173019
"157" 78000001 79000001 78500001 "658" 0.199439209412673 0.135030673270793
"158" 78500001 79500001 79000001 "460" 0.187123448470817 0.15267676502331
"159" 79000001 80000001 79500001 "Na" NA NA
"160" 79500001 80500001 80000001 "Na" NA NA
"161" 80000001 81000001 80500001 "567" 0.2762685944326 0.141835001780023
"162" 80500001 81500001 81000001 "389" 0.301104476791719 0.161739045688722
"163" 81000001 82000001 81500001 "Na" NA NA
"164" 81500001 82500001 82000001 "335" 0.301391870111687 0.161657194943601
"165" 82000001 83000001 82500001 "Na" NA NA
"166" 82500001 83500001 83000001 "Na" NA NA
"167" 83000001 84000001 83500001 "Na" NA NA
"168" 83500001 84500001 84000001 "349" 0.237211884127829 0.154323978882809
"169" 84000001 85000001 84500001 "473" 0.260561617054828 0.168981796084311
"170" 84500001 85500001 85000001 "398" 0.33217375359887 0.19900691483517
"171" 85000001 86000001 85500001 "415" 0.359659212151447 0.192850313141151
"172" 85500001 86500001 86000001 "Na" NA NA
"173" 86000001 87000001 86500001 "Na" NA NA
"174" 86500001 87500001 87000001 "Na" NA NA
"175" 87000001 88000001 87500001 "Na" NA NA
"176" 87500001 88500001 88000001 "Na" NA NA
"177" 88000001 89000001 88500001 "Na" NA NA
"178" 88500001 89500001 89000001 "Na" NA NA
"179" 89000001 90000001 89500001 "305" 0.372738777724821 0.167590879924504
"180" 89500001 90500001 90000001 "Na" NA NA
"181" 90000001 91000001 90500001 "Na" NA NA
"182" 90500001 91500001 91000001 "1454" 0.166937661974779 0.101275473744198
"183" 91000001 92000001 91500001 "1692" 0.201659354045553 0.0987597583622218
"184" 91500001 92500001 92000001 "824" 0.278260599265905 0.105379691741128
"185" 92000001 93000001 92500001 "427" 0.251190768717492 0.0993009211711496
"186" 92500001 93500001 93000001 "Na" NA NA
"187" 93000001 94000001 93500001 "Na" NA NA
"188" 93500001 94500001 94000001 "Na" NA NA
"189" 94000001 95000001 94500001 "Na" NA NA
"190" 94500001 95500001 95000001 "Na" NA NA
"191" 95000001 96000001 95500001 "Na" NA NA
"192" 95500001 96500001 96000001 "Na" NA NA
"193" 96000001 97000001 96500001 "757" 0.172980427047959 0.0885297258814415
"194" 96500001 97500001 97000001 "823" 0.160399001475778 0.0866704659430517
"195" 97000001 98000001 97500001 "Na" NA NA
"196" 97500001 98500001 98000001 "Na" NA NA
"197" 98000001 99000001 98500001 "Na" NA NA
"198" 98500001 99500001 99000001 "Na" NA NA
"199" 99000001 100000001 99500001 "Na" NA NA
"200" 99500001 100500001 100000001 "Na" NA NA
"201" 100000001 101000001 100500001 "Na" NA NA
"202" 100500001 101500001 101000001 "571" 0.513486269461732 0.0924108474491893
"203" 101000001 102000001 101500001 "509" 0.43992545150086 0.0836336197534491
"204" 101500001 102500001 102000001 "Na" NA NA
"205" 102000001 103000001 102500001 "Na" NA NA
"206" 102500001 103500001 103000001 "Na" NA NA
"207" 103000001 104000001 103500001 "Na" NA NA
"208" 103500001 104500001 104000001 "Na" NA NA
"209" 104000001 105000001 104500001 "302" 0.342745076116309 0.174840601205171
"210" 104500001 105500001 105000001 "Na" NA NA
"211" 105000001 106000001 105500001 "Na" NA NA
"212" 105500001 106500001 106000001 "Na" NA NA
"213" 106000001 107000001 106500001 "Na" NA NA
"214" 106500001 107500001 107000001 "Na" NA NA
"215" 107000001 108000001 107500001 "402" 0.388943156437425 0.168414265469335
"216" 107500001 108500001 108000001 "576" 0.373561982881974 0.125828388036143
"217" 108000001 109000001 108500001 "741" 0.213323371573775 0.12649338413198
"218" 108500001 109500001 109000001 "639" 0.207975192028407 0.15599488817033
"219" 109000001 110000001 109500001 "453" 0.311698512246919 0.235858390256884
"220" 109500001 110500001 110000001 "509" 0.320719809119488 0.236751128717326
"221" 110000001 111000001 110500001 "336" 0.358027990928865 0.188110594194472
"222" 110500001 111500001 111000001 "Na" NA NA
"223" 111000001 112000001 111500001 "407" 0.400347983044241 0.220784054152299
"224" 111500001 112500001 112000001 "467" 0.387589812902197 0.121762098981064
"225" 112000001 113000001 112500001 "543" 0.39218102354386 0.0928204385947633
"226" 112500001 113500001 113000001 "533" 0.234275060502207 0.126688205594976
"227" 113000001 114000001 113500001 "372" 0.217410858204 0.168174234329762
"228" 113500001 114500001 114000001 "416" 0.235081308891059 0.11489017883133
"229" 114000001 115000001 114500001 "461" 0.22107634963164 0.139163292113692
"230" 114500001 115500001 115000001 "417" 0.392469365948228 0.126454788147399
"231" 115000001 116000001 115500001 "310" 0.494911666207181 0.111522948041381
"232" 115500001 116500001 116000001 "Na" NA NA
"233" 116000001 117000001 116500001 "Na" NA NA
"234" 116500001 117500001 117000001 "430" 0.273148145519821 0.175639626331239
"235" 117000001 118000001 117500001 "509" 0.250495794426 0.172276288944532
"236" 117500001 118500001 118000001 "501" 0.275691690738509 0.151117961174816
"237" 118000001 119000001 118500001 "404" 0.233721429134941 0.148641144765189
"238" 118500001 119500001 119000001 "373" 0.189339276380598 0.174067900613571
"239" 119000001 120000001 119500001 "483" 0.179523409485839 0.14286675645144
"240" 119500001 120500001 120000001 "388" 0.246334015710409 0.13418241756597
"241" 120000001 121000001 120500001 "411" 0.205265515938205 0.148884573623567
"242" 120500001 121500001 121000001 "557" 0.175810365614201 0.14797453903478
"243" 121000001 122000001 121500001 "679" 0.159946173021242 0.143703638658976
"244" 121500001 122500001 122000001 "630" 0.193959178935783 0.140703314525295
"245" 122000001 123000001 122500001 "325" 0.264570782901409 0.132932147581159
"246" 122500001 123500001 123000001 "1156" 0.33368493719172 0.11629579307426
"247" 123000001 124000001 123500001 "1208" 0.340672691079277 0.126009568511438
"248" 123500001 124500001 124000001 "Na" NA NA
"249" 124000001 125000001 124500001 "Na" NA NA
"250" 124500001 125500001 125000001 "Na" NA NA
"251" 125000001 126000001 125500001 "340" 0.183935595332484 0.163406274605944
"252" 125500001 126500001 126000001 "504" 0.195515132923341 0.151604888829545
"253" 126000001 127000001 126500001 "403" 0.207363507264592 0.185757927087502
"254" 126500001 127500001 127000001 "344" 0.299373970954187 0.134829614316034
"255" 127000001 128000001 127500001 "361" 0.255701077307074 0.139045570179976
"256" 127500001 128500001 128000001 "410" 0.197663195999129 0.116943268328451
"257" 128000001 129000001 128500001 "424" 0.157491409219651 0.119750719640279
"258" 128500001 129500001 129000001 "328" 0.179213854715595 0.128291158424947
"259" 129000001 130000001 129500001 "333" 0.21657090419603 0.126989958818518
"260" 129500001 130500001 130000001 "390" 0.237742057977953 0.129570617130155
"261" 130000001 131000001 130500001 "432" 0.321247864896675 0.121738916431463
"262" 130500001 131500001 131000001 "463" 0.302095696086627 0.14696494732041
"263" 131000001 132000001 131500001 "492" 0.206320665637268 0.155110625142646
"264" 131500001 132500001 132000001 "562" 0.17483399773947 0.133314418757168
"265" 132000001 133000001 132500001 "519" 0.163912082186174 0.124569323284288
"266" 132500001 133500001 133000001 "495" 0.188872133820727 0.142604839686858
"267" 133000001 134000001 133500001 "502" 0.200334819826267 0.139368173584117
"268" 133500001 134500001 134000001 "485" 0.188038480389922 0.174627107592568
"269" 134000001 135000001 134500001 "551" 0.164711066118269 0.135011194609271
"270" 134500001 135500001 135000001 "517" 0.170515726026937 0.129254565057953
"271" 135000001 136000001 135500001 "488" 0.17073341968418 0.141720348418614
"272" 135500001 136500001 136000001 "502" 0.179641877008583 0.145792304865853
"273" 136000001 137000001 136500001 "469" 0.245336365310153 0.119945446063496
"274" 136500001 137500001 137000001 "538" 0.224541572860251 0.124350936329724
"275" 137000001 138000001 137500001 "494" 0.186435621293842 0.143039547758409
"276" 137500001 138500001 138000001 "530" 0.199381501477627 0.15085800555005
"277" 138000001 139000001 138500001 "616" 0.229484964750662 0.136891651169688
"278" 138500001 139500001 139000001 "540" 0.187276443377675 0.120171387800458
"279" 139000001 140000001 139500001 "466" 0.164518795674337 0.131566897518805
"280" 139500001 140500001 140000001 "491" 0.155514885113344 0.137089067969912
"281" 140000001 141000001 140500001 "506" 0.171884131352515 0.148593402088775
"282" 140500001 141500001 141000001 "443" 0.171326593911501 0.158262514580282
"283" 141000001 142000001 141500001 "457" 0.226280630401075 0.14480656057499
"284" 141500001 142500001 142000001 "538" 0.193850659750604 0.143218355139015
"285" 142000001 143000001 142500001 "505" 0.190757866529455 0.146618532200075
"286" 142500001 143500001 143000001 "465" 0.193985883961314 0.162355417262106
"287" 143000001 144000001 143500001 "554" 0.147341578255949 0.134740908859305
"288" 143500001 144500001 144000001 "651" 0.163155641735987 0.129687092760141
"289" 144000001 145000001 144500001 "634" 0.169265525837601 0.148277715605503
"290" 144500001 145500001 145000001 "597" 0.157371831099715 0.118907241952925
"291" 145000001 146000001 145500001 "770" 0.238042283416307 0.161295431592651
"292" 145500001 146500001 146000001 "689" 0.239774387835339 0.150602122944022
"293" 146000001 147000001 146500001 "461" 0.185878881693675 0.148326541285997
"294" 146500001 147500001 147000001 "486" 0.199621809320282 0.144778081709067
"295" 147000001 148000001 147500001 "474" 0.172830833931764 0.163534402222756
"296" 147500001 148500001 148000001 "427" 0.188072840800249 0.137120628796865
"297" 148000001 149000001 148500001 "428" 0.195057781888209 0.132812764305239
"298" 148500001 149500001 149000001 "356" 0.188074160015412 0.139421160075233
"299" 149000001 150000001 149500001 "379" 0.26328484205605 0.125802399154182
"300" 149500001 150500001 150000001 "363" 0.295905535663878 0.123544826716726
