"Windows" "TajimasD" "Thetapi" "ThetaS" "S" "Thetapi_persite" "ThetaS_persite"
"1" 500000.5 0.442511489501739 22.1363636363636 20.1994958846508 61 0.230587121212121 0.210411415465112
"2" 1000000.5 0.851503440751827 16.8939393939394 14.2389889022948 43 0.241341991341991 0.20341412717564
"3" 1500000.5 1.03093687602555 19.469696969697 15.8946852862826 48 0.304214015151515 0.248354457598165
"4" 2000000.5 0.321718582149316 16.3030303030303 15.2324067326875 46 0.313519813519814 0.292930898705528
"5" 2500000.5 -0.978825965549392 9.34848484848485 11.9210139647119 36 0.212465564738292 0.270932135561635
"6" 3000000.5 -0.448443601912182 10.7424242424242 11.9210139647119 36 0.233530961791831 0.259152477493738
"7" 3500000.5 -0.344673139461423 11.0151515151515 11.9210139647119 36 0.244781144781145 0.264911421438043
"8" 4000000.5 -0.804255523168977 9.25757575757576 11.2587354111168 34 0.225794530672579 0.274603302710166
"9" 4500000.5 -0.333143088078006 11.0454545454545 11.9210139647119 36 0.200826446280992 0.216745708449308
"10" 5000000.5 -0.0129302359471276 22.4545454545455 22.5174708222336 68 0.215909090909091 0.216514142521477
"11" 5500000.5 -0.0602110673378659 48.3787878787879 49.0086129660379 148 0.244337312519131 0.247518247303222
"12" 6000000.5 0.205278748730567 95.3787878787879 91.3944403961248 276 0.239645195675346 0.229634272352072
"13" 6500000.5 0.250384369146395 70.4545454545455 66.8901339131058 202 0.225094394423468 0.213706498124939
"14" 7000000.5 -0.402196887254914 14.1969696969697 15.563546009485 47 0.186802232854864 0.204783500124803
"15" 7500000.5 0.248580809565422 24.4242424242424 23.1797493758287 70 0.251796313651984 0.238966488410606
"16" 8000000.5 0.421651563292461 29.2575757575758 26.8222814206018 81 0.286838978015449 0.262963543339234
"17" 8500000.5 -0.546801389216117 58.2272727272727 65.8967160827132 199 0.205750080308384 0.232850586864711
"18" 9000000.5 -0.52892981635651 75.8333333333333 85.4339334137688 258 0.192470389170897 0.21683739445119
"19" 9500000.5 -0.260564015662863 31.5757575757576 33.4450669565529 101 0.187950937950938 0.199077779503291
"20" 10000000.5 -0.422123375749502 6.28787878787879 6.95392481274862 21 0.1366930171278 0.151172278538014
"21" 10500000.5 0.0637803146072135 12.4242424242424 12.2521532415095 37 0.172558922558923 0.170168795020965
"22" 11000000.5 0.0572942813682157 18.4393939393939 18.2126602238654 55 0.222161372763782 0.219429641251391
"23" 11500000.5 0.0704825896133602 15.8030303030303 15.563546009485 47 0.219486531986532 0.216160361242847
"24" 12000000.5 -0.108908987303479 19.0757575757576 19.5372173310557 59 0.211952861952862 0.217080192567285
"25" 12500000.5 0.164026222664329 22.2878787878788 21.524052991841 65 0.239654610622353 0.231441430019795
"26" 13000000.5 0.204834832849182 66.6969696969697 63.9098804219278 193 0.264670514670515 0.253610636594952
"27" 13500000.5 0.187339857355309 75.4090909090909 72.5195016186642 219 0.270283479960899 0.259926529099155
"28" 14000000.5 0.579696335565074 27.1969696969697 24.1731672062214 73 0.283301767676768 0.251803825064806
"29" 14500000.5 0.876020444309961 9.12121212121212 7.61620336634373 23 0.294232649071359 0.245683979559475
"30" 15000000.5 1.05869912024812 3.75757575757576 2.98025349117798 9 0.268398268398268 0.212875249369856
"31" 15500000.5 -0.058835380473243 15.3636363636364 15.563546009485 47 0.264890282131661 0.268337000163535
"32" 16000000.5 0.129712578679534 21.7878787878788 21.1929137150434 64 0.25632798573975 0.24932839664757
"33" 16500000.5 0.615299015310923 15.4090909090909 13.5767103486997 41 0.244588744588745 0.215503338868249
"34" 17000000.5 0.647126471548127 18.5151515151515 16.2258245630801 49 0.276345545002261 0.242176486016121
"35" 17500000.5 0.309471878679672 20.8484848484848 19.5372173310557 59 0.248196248196248 0.232585920607805
"36" 18000000.5 -0.0837571453271824 24.7121212121212 25.1665850366141 76 0.252164502164502 0.256801888128715
"37" 18500000.5 0.0214597781540144 22.9545454545455 22.8486100990312 69 0.260847107438017 0.2596432965799
"38" 19000000.5 -0.0600205175034674 14.3787878787879 14.5701281790924 44 0.217860422405877 0.220759517865036
"39" 19500000.5 -0.360970604542807 15.5606060606061 16.8881031166752 51 0.219163465642339 0.237860607277116
"40" 20000000.5 -0.573888164741777 18.5606060606061 21.1929137150434 64 0.234944380514001 0.26826473057017
"41" 20500000.5 -0.140580174208771 21.8333333333333 22.5174708222336 68 0.248106060606061 0.255880350252655
"42" 21000000.5 -0.126924447618057 15.4545454545455 15.8946852862826 48 0.211706102117061 0.217735414880583
"43" 21500000.5 -1.04731934948185 7.36363636363636 9.60303902712905 29 0.129186602870813 0.168474368897001
"44" 22000000.5 -0.868394226369699 9.90909090909091 12.2521532415095 37 0.152447552447552 0.188494665253992
"45" 22500000.5 -0.570231185918694 19.7424242424242 22.5174708222336 68 0.229563072586328 0.261831056072484
"46" 23000000.5 -0.285470946031763 21.4393939393939 22.8486100990312 69 0.225677830940989 0.24051168525296
"47" 23500000.5 0.280741793516141 16.1666666666667 15.2324067326875 46 0.224537037037037 0.211561204620659
"48" 24000000.5 -0.588702198738849 15.3030303030303 17.5503816702703 53 0.209630552096306 0.240416187263977
"49" 24500000.5 -0.82699113034116 14.6666666666667 17.8815209470679 54 0.20952380952381 0.255450299243827
"50" 25000000.5 -0.62464885510806 14.5909090909091 16.8881031166752 51 0.251567398119122 0.291174191666814
"51" 25500000.5 -0.96819519139982 13.5909090909091 17.2192423934728 52 0.202849389416554 0.257003617813027
"52" 26000000.5 -0.432067731062064 12.5909090909091 13.9078496254972 42 0.224837662337662 0.248354457598165
"53" 26500000.5 0.185129286705398 15.8484848484848 15.2324067326875 46 0.251563251563252 0.241784233852182
"54" 27000000.5 0.685345759616358 20.1666666666667 17.5503816702703 53 0.276255707762557 0.240416187263977
"55" 27500000.5 0.562682562371495 20.4393939393939 18.2126602238654 55 0.265446674537584 0.236528054855395
"56" 28000000.5 -0.233251451925262 16.030303030303 16.8881031166752 51 0.186398872445384 0.196373292054363
"57" 28500000.5 0.187927182954629 14.1363636363636 13.5767103486997 41 0.204874835309618 0.196763918097097
"58" 29000000.5 -0.125425784370205 17.3939393939394 17.8815209470679 54 0.228867623604466 0.235283170356156
"59" 29500000.5 -0.416200972488456 18.0757575757576 19.8683566078532 60 0.228807057920982 0.251498184909534
"60" 30000000.5 -0.616775952376275 17.7878787878788 20.5306351614483 62 0.225163022631377 0.259881457739852
"61" 30500000.5 -0.349811761709464 22.3484848484848 24.1731672062214 73 0.240306288693385 0.259926529099155
"62" 31000000.5 0.152132065831308 20.1818181818182 19.5372173310557 59 0.26555023923445 0.257068649092838
"63" 31500000.5 0.320203315701958 15.5909090909091 14.5701281790924 44 0.268808777429467 0.251209106536075
"64" 32000000.5 0.201383367825263 15.2121212121212 14.5701281790924 44 0.262277951933124 0.251209106536075
"65" 32500000.5 -0.659977585295492 13.6060606060606 15.8946852862826 48 0.206152433425161 0.240828564943675
"66" 33000000.5 -0.362474056614183 12.8030303030303 13.9078496254972 42 0.209885742672628 0.227997534844217
"67" 33500000.5 -0.020670973314515 13.5151515151515 13.5767103486997 41 0.241341991341991 0.24244125622678
"68" 34000000.5 -0.0134765216995894 14.1969696969697 14.2389889022948 43 0.258126721763085 0.258890707314451
"69" 34500000.5 0.628213717538732 13.1969696969697 11.5898746879144 35 0.280786589297228 0.246593078466263
"70" 35000000.5 0.0892452967856701 11.8181818181818 11.5898746879144 35 0.236363636363636 0.231797493758287
"71" 35500000.5 -0.238199637957252 13.1818181818182 13.9078496254972 42 0.21969696969697 0.231797493758287
"72" 36000000.5 -0.327801178316991 13.8333333333333 14.9012674558899 45 0.206467661691542 0.222406976953581
"73" 36500000.5 -0.402241870584401 12.6818181818182 13.9078496254972 42 0.198153409090909 0.217310150398394
"74" 37000000.5 0.0233994916826463 19.6363636363636 19.5372173310557 59 0.258373205741627 0.257068649092838
"75" 37500000.5 -0.00462460160793204 21.8333333333333 21.8551922686385 66 0.253875968992248 0.254130142658588
"76" 38000000.5 -0.0081564355306 16.1969696969697 16.2258245630801 49 0.221876297218763 0.222271569357262
"77" 38500000.5 -0.338463012496285 14.1060606060606 15.2324067326875 46 0.217016317016317 0.234344718964422
"78" 39000000.5 -0.729886193515483 13.3636363636364 15.8946852862826 48 0.219076005961252 0.260568611250534
"79" 39500000.5 0.0237756373251328 20.6363636363636 20.5306351614483 62 0.248630887185104 0.247357050137932
"80" 40000000.5 0.656230529908538 28.7272727272727 25.1665850366141 76 0.287272727272727 0.251665850366141
"81" 40500000.5 0.189441617394503 23.4393939393939 22.5174708222336 68 0.26043771043771 0.25019412024704
