"Windows" "TajimasD" "Thetapi" "ThetaS" "S" "Thetapi_persite" "ThetaS_persite"
"1" 500000.5 1.16591192863685 6.64444444444444 5.30228643568523 15 0.158201058201058 0.126244915135363
"2" 1000000.5 2.17664753929567 8.82222222222222 6.00925796044326 17 0.157539682539683 0.107308177865058
"3" 1500000.5 1.83552784580586 12.2444444444444 8.83714405947538 25 0.153055555555556 0.110464300743442
"4" 2000000.5 1.47707656016968 13.8666666666667 10.6045728713705 30 0.18008658008658 0.137721725602214
"5" 2500000.5 0.655292497304842 19.6444444444444 17.3208023565718 49 0.248663853727145 0.219250662741415
"6" 3000000.5 0.220399408822413 17.7333333333333 16.9673165941927 48 0.206201550387597 0.197294379002241
"7" 3500000.5 0.00986010310740398 11.6888888888889 11.6650301585075 33 0.142547425474255 0.142256465347653
"8" 4000000.5 0.50092769724455 10.9333333333333 9.89760134661243 28 0.170833333333333 0.154650021040819
"9" 4500000.5 1.0017086666938 14.0888888888889 11.6650301585075 33 0.251587301587302 0.208304109973348
"10" 5000000.5 1.00811168674742 19.6222222222222 16.2603450694347 46 0.276369327073552 0.229018944639925
"11" 5500000.5 0.7948738469612 18.9111111111111 16.2603450694347 46 0.278104575163399 0.239122721609334
"12" 6000000.5 -0.120156694834664 13.4444444444444 13.7859447327816 39 0.197712418300654 0.202734481364435
"13" 6500000.5 0.358084142126673 13.2888888888889 12.3720016832655 35 0.201346801346801 0.187454570958569
"14" 7000000.5 0.661524977422648 20.8666666666667 18.3812596437088 52 0.274561403508772 0.241858679522484
"15" 7500000.5 0.0577635908765472 22.8888888888889 22.623088792257 64 0.257178526841448 0.254192008901764
"16" 8000000.5 0.040076957177054 19.2444444444444 19.0882311684668 54 0.209178743961353 0.207480773570292
"17" 8500000.5 0.224980501689924 15.5333333333333 14.8464020199186 42 0.184920634920635 0.176742881189508
"18" 9000000.5 -0.123449225202538 11.7111111111111 12.0185159208865 34 0.191985428051002 0.197024851162074
"19" 9500000.5 -0.182840959727117 12.2444444444444 12.7254874456446 36 0.167732115677321 0.174321745830747
"20" 10000000.5 0.4157492206309 19.1777777777778 17.6742881189508 50 0.18987898789879 0.17499295167278
"21" 10500000.5 0.321169981774633 21.8444444444444 20.5021742179829 58 0.208042328042328 0.195258802076028
"22" 11000000.5 0.472253056414341 20.1555555555556 18.3812596437088 52 0.214420803782506 0.195545315358604
"23" 11500000.5 0.228832749515899 28.1111111111111 26.8649179408052 76 0.260288065843621 0.24874924019264
"24" 12000000.5 0.0900935401304522 27.3555555555556 26.8649179408052 76 0.237874396135266 0.233607982093958
"25" 12500000.5 0.538980190627832 12.5777777777778 11.3115443961285 32 0.187728026533997 0.168829020837739
"26" 13000000.5 0.692228009305159 16.1555555555556 14.1394304951606 40 0.244781144781145 0.214233795381221
"27" 13500000.5 0.854065356102472 30.6888888888889 26.1579464160471 74 0.284156378600823 0.242203207555992
"28" 14000000.5 0.783765828117607 23.7777777777778 20.5021742179829 58 0.240179573512907 0.207092668868514
"29" 14500000.5 0.581555921892205 13.4666666666667 12.0185159208865 34 0.156589147286822 0.139750185126587
"30" 15000000.5 -0.299043946860102 13.9333333333333 14.8464020199186 42 0.163921568627451 0.174663553175513
"31" 15500000.5 -0.14551884748061 18.1777777777778 18.7347454060878 53 0.2190093708166 0.225719824169733
"32" 16000000.5 0.491910952675523 18.2888888888889 16.6138308318137 47 0.228611111111111 0.207672885397672
"33" 16500000.5 0.139248722716107 9.82222222222222 9.54411558423341 27 0.161020036429873 0.156460911216941
"34" 17000000.5 -0.339085252813185 12.8222222222222 13.7859447327816 39 0.162306610407876 0.174505629528881
"35" 17500000.5 0.425001293465003 18.4444444444444 16.9673165941927 48 0.202686202686203 0.186454028507612
"36" 18000000.5 0.907532610497301 17.2 14.4929162575396 41 0.193258426966292 0.162841755702692
"37" 18500000.5 0.680865617237421 12.9111111111111 11.3115443961285 32 0.161388888888889 0.141394304951606
"38" 19000000.5 1.47126159440588 11.1111111111111 8.48365829709637 24 0.127713920817369 0.0975133137597284
"39" 19500000.5 1.14650139061249 17.0444444444444 13.7859447327816 39 0.145679012345679 0.117828587459672
"40" 20000000.5 0.541653912215065 18.0666666666667 16.2603450694347 46 0.172063492063492 0.154860429232711
"41" 20500000.5 -0.168742833952123 18.0888888888889 18.7347454060878 53 0.144711111111111 0.149877963248702
"42" 21000000.5 -0.501296473072783 18.0888888888889 20.1486884556039 57 0.125617283950617 0.13992144760836
"43" 21500000.5 0.273010996263224 18.2888888888889 17.3208023565718 49 0.148690153568202 0.140819531354242
"44" 22000000.5 1.05461048946156 16.3555555555556 13.4324589704026 38 0.194708994708995 0.159910225838126
"45" 22500000.5 0.19616232010898 8.46666666666667 8.13017253471735 23 0.153939393939394 0.147821318813043
"46" 23000000.5 0.0996536694476973 12.2666666666667 12.0185159208865 34 0.139393939393939 0.136574044555529
