"Windows" "TajimasD" "Thetapi" "ThetaS" "S" "Thetapi_persite" "ThetaS_persite"
"1" 500000.5 0.0336136742827569 23.3333333333333 23.2116788321168 53 0.243055555555556 0.241788321167883
"2" 1000000.5 -0.328622637503083 16.2 17.0802919708029 39 0.231428571428571 0.24400417101147
"3" 1500000.5 0.140331589729623 15.6666666666667 15.3284671532847 35 0.244791666666667 0.239507299270073
"4" 2000000.5 0.410363182501723 9.8 9.1970802919708 21 0.188461538461538 0.176866928691746
"5" 2500000.5 0.876128868669187 8 7.00729927007299 16 0.181818181818182 0.159256801592568
"6" 3000000.5 -0.00394473727911309 10.0666666666667 10.0729927007299 23 0.218840579710145 0.218978102189781
"7" 3500000.5 0.620666857953832 13.4666666666667 12.2627737226277 28 0.299259259259259 0.272506082725061
"8" 4000000.5 1.61734228443639 12.6666666666667 10.0729927007299 23 0.308943089430894 0.245682748798291
"9" 4500000.5 0.671436832035594 10.6666666666667 9.63503649635036 22 0.193939393939394 0.175182481751825
"10" 5000000.5 -0.754072155982928 18.9333333333333 21.4598540145985 49 0.182051282051282 0.206344750140371
"11" 5500000.5 -0.540223229157707 39.7333333333333 43.3576642335766 99 0.200673400673401 0.218978102189781
"12" 6000000.5 -1.03231218114574 68.1333333333333 81.021897810219 185 0.171189279731993 0.203572607563364
"13" 6500000.5 -1.29425600496193 49.0666666666667 61.3138686131387 140 0.156762513312034 0.195890954035587
"14" 7000000.5 -0.204212943562822 11.8666666666667 12.2627737226277 28 0.156140350877193 0.161352285824049
"15" 7500000.5 0.557530908995671 20 18.3941605839416 42 0.206185567010309 0.189630521483934
"16" 8000000.5 0.512541305463484 25.0666666666667 23.2116788321168 53 0.245751633986928 0.227565478746243
"17" 8500000.5 -0.24190456351249 61.1333333333333 63.5036496350365 145 0.216018845700824 0.224394521678574
"18" 9000000.5 -0.287310439059642 84.1333333333333 88.029197080292 201 0.213536379018613 0.223424358071807
"19" 9500000.5 -0.151917492217082 35.0666666666667 35.9124087591241 82 0.208730158730159 0.213764337851929
"20" 10000000.5 0.529175975468263 7.13333333333333 6.56934306569343 15 0.155072463768116 0.142811805775944
"21" 10500000.5 -0.19161824266678 14.8666666666667 15.3284671532847 35 0.206481481481481 0.212895377128954
"22" 11000000.5 0.114084354082216 22.7333333333333 22.3357664233577 51 0.273895582329317 0.269105619558526
"23" 11500000.5 0.260524806485901 19.6 18.8321167883212 43 0.272222222222222 0.261557177615572
"24" 12000000.5 0.0297721938962455 17.6 17.5182481751825 40 0.195555555555556 0.194647201946472
"25" 12500000.5 -0.388852239055114 19.3333333333333 20.5839416058394 47 0.207885304659498 0.221332705439134
"26" 13000000.5 0.542156874847955 43.2 39.8540145985401 91 0.171428571428571 0.158150851581509
"27" 13500000.5 0.543546021681269 50.8 46.8613138686131 107 0.182078853046595 0.167961698453811
"28" 14000000.5 -0.0758626676856448 26.4 26.7153284671533 61 0.275 0.278284671532847
"29" 14500000.5 0.411096701878398 10.2666666666667 9.63503649635036 22 0.331182795698925 0.310807628914528
"30" 15000000.5 0.508085973155022 3.33333333333333 3.06569343065693 7 0.238095238095238 0.218978102189781
"31" 15500000.5 0.954864451293355 10.6 9.1970802919708 21 0.182758620689655 0.158570349861566
"32" 16000000.5 0.651785701793509 11.6 10.5109489051095 24 0.136470588235294 0.123658222413053
"33" 16500000.5 -0.208598354318846 8.46666666666667 8.75912408759124 20 0.134391534391534 0.139033715676051
"34" 17000000.5 0.496110013475679 17.4666666666667 16.2043795620438 37 0.260696517412935 0.241856411373788
