low_bound_theta upper_bound_theta mid_wind_theta Nmb_Positions_theta Nb_SNP_theta pop1 pop2 pop3 pop4 pop1+pop2+pop3+pop4
temp_spectre.102 5.1e+07 5.2e+07 51500000.5 49 49 0.131519274376417 0.315708101422387 0.24198250728863 0.214965986394558 0.259498921519827
temp_spectre.103 51500000 52500000 52000000.5 36 36 0.108641975308642 0.252104377104377 0.188644688644689 0.177777777777778 0.198186862821009
temp_spectre.104 5.2e+07 5.3e+07 52500000.5 67 67 0.0786069651741294 0.217548620533695 0.204854846645891 0.0975124378109453 0.178653769480126
temp_spectre.105 52500000 53500000 53000000.5 82 82 0.139837398373984 0.242978566149298 0.221388367729831 0.120325203252033 0.205050848417892
temp_spectre.106 5.3e+07 5.4e+07 53500000.5 65 65 0.251282051282051 0.212354312354312 0.195097210481826 0.150769230769231 0.212865183596891
temp_spectre.107 53500000 54500000 54000000.5 71 71 0.229107981220657 0.163252240717029 0.134808853118712 0.122065727699531 0.173365395625787
temp_spectre.108 5.4e+07 5.5e+07 54500000.5 75 75 0.195851851851852 0.171313131313131 0.159413919413919 0.121777777777778 0.179419279907085
temp_spectre.109 54500000 55500000 55000000.5 77 77 0.159018759018759 0.249901613537977 0.196375053517911 0.119480519480519 0.210552513688402
temp_spectre.110 5.5e+07 5.6e+07 55500000.5 71 71 0.171830985915493 0.267392232180965 0.186658412010525 0.16150234741784 0.216813073563331
temp_spectre.111 55500000 56500000 56000000.5 87 87 0.164240102171137 0.208115639150122 0.192118226600985 0.160919540229885 0.200501955758474
temp_spectre.112 5.6e+07 5.7e+07 56500000.5 93 93 0.124253285543608 0.219778429455849 0.215526409074796 0.139068100358423 0.219836898829818
temp_spectre.113 56500000 57500000 57000000.5 72 72 0.171604938271605 0.211700336700337 0.224969474969475 0.176851851851852 0.240724609627049
temp_spectre.114 5.7e+07 5.8e+07 57500000.5 68 68 0.195751633986928 0.179367201426025 0.183742727860375 0.211764705882353 0.207402473184396
temp_spectre.115 57500000 58500000 58000000.5 57 57 0.161793372319688 0.170919723551302 0.137651821862348 0.201169590643275 0.174623550746786
temp_spectre.116 5.8e+07 5.9e+07 58500000.5 62 62 0.202867383512545 0.233137829912023 0.179546260191421 0.139784946236559 0.197201303810273
temp_spectre.117 58500000 59500000 59000000.5 74 74 0.198498498498498 0.234643734643735 0.22037422037422 0.121621621621622 0.211915748501114
temp_spectre.118 5.9e+07 6e+07 59500000.5 65 65 0.194188034188034 0.223543123543124 0.198140321217244 0.115897435897436 0.211382113821138
temp_spectre.119 59500000 60500000 60000000.5 43 43 0.205167958656331 0.227625088090204 0.171735241502683 0.144186046511628 0.212894687086406
temp_spectre.120 6e+07 6.1e+07 60500000.5 41 41 0.160433604336043 0.129342202512934 0.134548378450817 0.169105691056911 0.160618679357525
temp_spectre.121 60500000 61500000 61000000.5 72 72 0.17037037037037 0.164351851851852 0.200549450549451 0.207407407407407 0.191492450638792
temp_spectre.122 6.1e+07 6.2e+07 61500000.5 73 73 0.157686453576865 0.199667911996679 0.234231521902755 0.242922374429224 0.213354971123097
temp_spectre.123 61500000 62500000 62000000.5 60 60 0.11 0.238383838383838 0.227472527472527 0.212222222222222 0.217034456058846
temp_spectre.124 6.2e+07 6.3e+07 62500000.5 44 44 0.0727272727272727 0.258953168044077 0.217032967032967 0.207575757575758 0.208425720620843
temp_spectre.125 62500000 63500000 63000000.5 57 57 0.0596491228070175 0.233120680489102 0.216695585116638 0.244444444444444 0.212217535709192
temp_spectre.126 6.3e+07 6.4e+07 63500000.5 63 63 0.0751322751322751 0.204906204906205 0.189604046746904 0.197883597883598 0.195656582416164
temp_spectre.127 63500000 64500000 64000000.5 27 27 0.103703703703704 0.195286195286195 0.118030118030118 0.128395061728395 0.167849615004087
temp_spectre.128 6.4e+07 6.5e+07 64500000.5 41 41 0.0747967479674797 0.265705838876571 0.129187885285446 0.134959349593496 0.175065862156879
temp_spectre.129 64500000 65500000 65000000.5 49 49 0.0612244897959184 0.254483611626469 0.140165956492487 0.129251700680272 0.163502334731802
temp_spectre.130 6.5e+07 6.6e+07 65500000.5 35 35 0.0653968253968254 0.196536796536797 0.175196232339089 0.133333333333333 0.159382777501244
temp_spectre.131 65500000 66500000 66000000.5 32 32 0.0868055555555556 0.162405303030303 0.166895604395604 0.175 0.16260162601626
temp_spectre.132 6.6e+07 6.7e+07 66500000.5 24 24 0.174074074074074 0.123737373737374 0.146062271062271 0.138888888888889 0.162359659310879
temp_spectre.133 66500000 67500000 67000000.5 52 52 0.205982905982906 0.112179487179487 0.16356720202874 0.0461538461538461 0.161551862771375
temp_spectre.134 6.7e+07 6.8e+07 67500000.5 58 58 0.161302681992337 0.168234064785789 0.182644941265631 0.131034482758621 0.192138251431775
temp_spectre.135 67500000 68500000 68000000.5 30 30 0.173333333333333 0.263131313131313 0.234798534798535 0.244444444444444 0.258536585365854
temp_spectre.136 6.8e+07 6.9e+07 68500000.5 23 23 0.217391304347826 0.210803689064559 0.189679885332059 0.0695652173913043 0.209160228248245
temp_spectre.137 68500000 69500000 69000000.5 45 45 0.185185185185185 0.18956228956229 0.131623931623932 0.0488888888888889 0.168899212801652
temp_spectre.138 6.9e+07 7e+07 69500000.5 65 65 0.163076923076923 0.203030303030303 0.158579881656805 0.0974358974358974 0.179880282319307
temp_spectre.139 69500000 70500000 70000000.5 69 69 0.0898550724637681 0.223320158102767 0.211657907310081 0.164251207729469 0.196653705667491
temp_spectre.140 7e+07 7.1e+07 70500000.5 70 70 0.132380952380952 0.206709956709957 0.206279434850863 0.124761904761905 0.195171727227476
temp_spectre.141 70500000 71500000 71000000.5 65 65 0.161709401709402 0.192773892773893 0.154522400676247 0.0697435897435897 0.170892522112034
temp_spectre.142 7.1e+07 7.2e+07 71500000.5 65 65 0.154188034188034 0.217482517482517 0.176838546069315 0.169230769230769 0.189100330563745
temp_spectre.143 71500000 72500000 72000000.5 73 73 0.111111111111111 0.206517227065172 0.161222339304531 0.183561643835616 0.170906718851924
temp_spectre.144 7.2e+07 7.3e+07 72500000.5 61 61 0.0870673952641166 0.174118231495281 0.140335074761304 0.136612021857924 0.145617943298871
temp_spectre.145 72500000 73500000 73000000.5 48 48 0.190740740740741 0.21780303030303 0.23489010989011 0.176388888888889 0.22679539295393
temp_spectre.146 7.3e+07 7.4e+07 73500000.5 60 60 0.178148148148148 0.193939393939394 0.172527472527473 0.135555555555556 0.188366240805265
temp_spectre.147 73500000 74500000 74000000.5 44 44 0.142424242424242 0.147038567493113 0.133116883116883 0.0878787878787879 0.143965790307254
temp_spectre.148 7.4e+07 7.5e+07 74500000.5 40 40 0.185555555555556 0.172727272727273 0.16510989010989 0.148333333333333 0.193844367015099
temp_spectre.149 74500000 75500000 75000000.5 75 75 0.177777777777778 0.164444444444444 0.10021978021978 0.144888888888889 0.163763066202091
temp_spectre.150 7.5e+07 7.6e+07 75500000.5 74 74 0.151651651651652 0.162571662571663 0.0781110781110781 0.142342342342342 0.143155350472424
temp_spectre.151 75500000 76500000 76000000.5 44 44 0.147979797979798 0.127066115702479 0.0664335664335664 0.0984848484848485 0.118282124379685
temp_spectre.152 7.6e+07 7.7e+07 76500000.5 28 28 0.220634920634921 0.112554112554113 0.114992150706436 0 0.138086942093911
temp_spectre.153 76500000 77500000 77000000.5 65 65 0.202735042735043 0.0993006993006993 0.103465765004227 0.0205128205128205 0.130849638166711
temp_spectre.154 7.7e+07 7.8e+07 77500000.5 73 73 0.206088280060883 0.111041926110419 0.105524612373927 0.0557077625570776 0.138322753090545
temp_spectre.155 77500000 78500000 78000000.5 34 34 0.241176470588235 0.17156862745098 0.156431803490627 0.111764705882353 0.18675274988044
temp_spectre.156 7.8e+07 7.9e+07 78500000.5 32 32 0.241666666666667 0.180397727272727 0.180975274725275 0.141666666666667 0.208260743321719
temp_spectre.157 78500000 79500000 79000000.5 16 16 0.305555555555556 0.204545454545455 0.221840659340659 0.216666666666667 0.257331591173055
temp_spectre.158 79500000 80500000 80000000.5 8 8 0.0944444444444444 0.174242424242424 0.123626373626374 0.0833333333333333 0.122241579558653
temp_spectre.159 8e+07 8.1e+07 80500000.5 23 23 0.145893719806763 0.232542819499341 0.22360248447205 0.156521739130435 0.201080644346816
temp_spectre.160 80500000 81500000 81000000.5 33 33 0.121885521885522 0.236914600550964 0.176157176157176 0.119191919191919 0.179389715975082
temp_spectre.161 8.1e+07 8.2e+07 81500000.5 35 35 0.0952380952380952 0.218614718614719 0.0985871271585557 0.106666666666667 0.144383607101377
temp_spectre.162 81500000 82500000 82000000.5 30 30 0.0955555555555556 0.182323232323232 0.101465201465201 0.142222222222222 0.138869531552458
temp_spectre.163 8.2e+07 8.3e+07 82500000.5 39 39 0.238746438746439 0.285547785547786 0.24429416737109 0.27008547008547 0.249054468566664
temp_spectre.164 82500000 83500000 83000000.5 203 203 0.26360153256705 0.25824749962681 0.257294429708223 0.229228243021346 0.249675311672188
temp_spectre.165 8.3e+07 8.4e+07 83500000.5 198 198 0.249046015712682 0.242041628405265 0.239094239094239 0.205723905723906 0.236939663768932
temp_spectre.166 83500000 84500000 84000000.5 33 33 0.237710437710438 0.276400367309458 0.208458208458208 0.167676767676768 0.250519128567909
temp_spectre.167 8.4e+07 8.5e+07 84500000.5 25 25 0.362666666666667 0.386666666666667 0.346373626373626 0.194666666666667 0.357491289198606
temp_spectre.168 84500000 85500000 85000000.5 20 20 0.415555555555556 0.418181818181818 0.391758241758242 0.203333333333333 0.409988385598142
temp_spectre.169 8.5e+07 8.6e+07 85500000.5 14 14 0.36984126984127 0.327922077922078 0.302197802197802 0.219047619047619 0.339057574249212
temp_spectre.170 85500000 86500000 86000000.5 10 10 0.306666666666667 0.278787878787879 0.254945054945055 0.22 0.274448315911731
temp_spectre.171 8.6e+07 8.7e+07 86500000.5 70 70 0.291428571428571 0.281385281385281 0.259340659340659 0.223809523809524 0.266251866600299
temp_spectre.172 86500000 87500000 87000000.5 74 74 0.291891891891892 0.278050778050778 0.258093258093258 0.21981981981982 0.265216435948143
temp_spectre.173 8.7e+07 8.8e+07 87500000.5 36 36 0.216666666666667 0.24452861952862 0.240537240537241 0.207407407407407 0.236611175635566
temp_spectre.174 87500000 88500000 88000000.5 57 57 0.189083820662768 0.197767145135566 0.191632928475034 0.180116959064328 0.202640748211993
temp_spectre.175 8.8e+07 8.9e+07 88500000.5 57 57 0.240155945419103 0.268208399787347 0.229998072103335 0.292397660818713 0.258328748701021
temp_spectre.176 88500000 89500000 89000000.5 104 104 0.311111111111111 0.350524475524476 0.368448858833474 0.362179487179487 0.338180112570356
temp_spectre.177 8.9e+07 9e+07 89500000.5 79 79 0.319549929676512 0.335634829305715 0.382250660731673 0.337552742616034 0.338258427792235
temp_spectre.178 89500000 90500000 90000000.5 47 47 0.218439716312057 0.229529335912315 0.172784662146364 0.26241134751773 0.215731336644673
temp_spectre.179 9e+07 9.1e+07 90500000.5 84 84 0.148677248677249 0.197510822510822 0.148090005232862 0.203174603174603 0.169805320502185
temp_spectre.180 90500000 91500000 91000000.5 49 49 0.0816326530612245 0.150587507730365 0.107198923525454 0.161904761904762 0.121548270876295
temp_spectre.181 9.1e+07 9.2e+07 91500000.5 84 84 0.176719576719577 0.172438672438672 0.157770800627943 0.170634920634921 0.165242519772136
temp_spectre.182 91500000 92500000 92000000.5 111 111 0.236836836836837 0.208572208572209 0.200871200871201 0.221621621621622 0.209320819076917
temp_spectre.183 9.2e+07 9.3e+07 92500000.5 46 46 0.288405797101449 0.236166007905138 0.234113712374582 0.272463768115942 0.252083017724587
temp_spectre.184 92500000 93500000 93000000.5 16 16 0.130555555555556 0.127840909090909 0.10782967032967 0.116666666666667 0.139663182346109
temp_spectre.185 9.3e+07 9.4e+07 93500000.5 13 13 0.188034188034188 0.134032634032634 0.073541842772612 0.184615384615385 0.144375949253998
temp_spectre.186 93500000 94500000 94000000.5 12 12 0.253703703703704 0.172979797979798 0.155677655677656 0.233333333333333 0.20305845915602
temp_spectre.187 9.4e+07 9.5e+07 94500000.5 18 18 0.290123456790123 0.258417508417508 0.288156288156288 0.388888888888889 0.291586011098206
temp_spectre.188 94500000 95500000 95000000.5 33 33 0.325925925925926 0.24931129476584 0.273726273726274 0.37979797979798 0.291803047900609
temp_spectre.189 9.5e+07 9.6e+07 95500000.5 29 29 0.268965517241379 0.188610240334378 0.187192118226601 0.298850574712644 0.227321879130121
temp_spectre.190 95500000 96500000 96000000.5 26 26 0.138461538461538 0.18006993006993 0.114961961115807 0.176923076923077 0.151433931921737
temp_spectre.191 9.6e+07 9.7e+07 96500000.5 25 25 0.134222222222222 0.225454545454545 0.152087912087912 0.202666666666667 0.173797909407666
temp_spectre.192 96500000 97500000 97000000.5 41 41 0.18319783197832 0.222838137472284 0.164299115518628 0.198373983739837 0.186793575252826
temp_spectre.193 9.7e+07 9.8e+07 97500000.5 47 47 0.209456264775414 0.220502901353965 0.181201776946458 0.20709219858156 0.198334445350533
temp_spectre.194 97500000 98500000 98000000.5 25 25 0.187555555555556 0.158181818181818 0.163076923076923 0.2 0.173193960511034
temp_spectre.195 9.8e+07 9.9e+07 98500000.5 26 26 0.204273504273504 0.198135198135198 0.220202874049028 0.28974358974359 0.215983203788082
temp_spectre.196 98500000 99500000 99000000.5 98 98 0.228571428571429 0.261595547309833 0.270464229647903 0.276190476190476 0.248974851264548
temp_spectre.197 9.9e+07 1e+08 99500000.5 82 82 0.225474254742547 0.258314855875832 0.265076387027607 0.255284552845528 0.243052604742075
